lag,acf_mean,acf_ci_lower,acf_ci_upper
83,-0.010232513641496367,-0.018368095180714673,-0.0020969321022780586
84,0.016912562140582104,0.005445283260962212,0.028379841020201996
85,-0.0050225762775416675,-0.015578636903207342,0.005533484348124007
86,0.00523675569433668,-0.0030808814723556144,0.013554392861028976
87,-0.009746634509177588,-0.019199121921999816,-0.00029414709635535927
88,0.01133947793381531,0.0004917398913774698,0.02218721597625315
89,-0.013748593258028238,-0.022597056962951063,-0.004900129553105412
90,-0.006296618345693056,-0.014169982755958698,0.0015767460645725855
91,-0.007395338343005147,-0.017269540700728364,0.0024788640147180687
92,0.006189686817344037,-0.003895880984418153,0.016275254619106228
93,-0.009997709230609532,-0.018302157233857377,-0.0016932612273616882
94,0.0013224893168668646,-0.008171446228004316,0.010816424861738044
95,-0.0007562029224014227,-0.012463576346248288,0.010951170501445444
96,0.034063298571832205,0.017974609959785084,0.050151987183879324
