container_id,model,bias,actual_std,pred_std,amplitude_ratio,pearson_r,phase_lag_steps,mae,rmse,r2
c_13229,gru,-0.10675932873147365,0.2721355668797564,0.013221927918493748,0.04858581357113046,0.2616535542275402,1.0,0.149089573611518,0.28939108373990013,-0.13083614333742744
c_13229,ridge,-0.10569121765728136,0.2721355668797564,0.016884900260782414,0.06204591503558607,0.16084568239572278,30.0,0.14954590629974732,0.28988848564183317,-0.13472681911882667
c_13269,gru,-0.0019954222075632393,0.16953799650805326,0.006570067256689072,0.03875277160289543,0.1209644449734133,-15.0,0.13197118024863239,0.16888102606650968,0.007735110170899229
c_13269,ridge,-0.0052947858183492276,0.16953799650805326,0.021296205021341448,0.12561316908289555,0.00773862535608956,-17.0,0.13297166427408233,0.17078880087654927,-0.014809876704976688
c_13308,gru,0.01474802208685453,0.004865419599840783,0.00162871356587857,0.33475295037901115,-0.1813734096842889,-25.0,0.01474802208685453,0.015706804670645457,-9.421616438337788
c_13308,ridge,0.012269014895225286,0.004865419599840783,0.01247975180326038,2.564989832257997,0.11715382024969556,-2.0,0.01386029437059894,0.01776846251556472,-12.337029145359695
c_13389,gru,0.08889825982214987,0.11222082774291114,0.00687433872371912,0.061257244862492684,0.1473067962799742,-31.0,0.1282176388508949,0.1425355865543669,-0.6132425902044776
c_13389,ridge,0.08286660081389467,0.11222082774291114,0.02825527410662653,0.2517827989235392,0.2904679193490879,-15.0,0.11962399765441216,0.13570814012026045,-0.4623955658989751
c_13403,gru,0.025455357965986487,0.06347268415901416,0.00515923835337162,0.08128281357137035,0.08825874762086094,41.0,0.05331278674070211,0.06815842072154209,-0.15309558493961095
c_13403,ridge,0.02252832580475769,0.06347268415901416,0.015985817407151073,0.25185349601889845,0.07149666720924491,31.0,0.052020409029885,0.06816717280103551,-0.15339173711160403
c_13441,gru,-0.018952553175050853,0.05824863574442433,0.004707928281277418,0.08082469608274165,0.002395133762267035,12.0,0.045833335853063366,0.061424374559758396,-0.11201327021776097
c_13441,ridge,-0.02068350953063479,0.05824863574442433,0.011775798870137659,0.20216437208599963,0.3618809772688081,32.0,0.04258576247010151,0.05884670524525774,-0.0206404782132934
c_13607,gru,-0.1337547997590301,0.2644638588542939,0.006005541421473026,0.022708363431926528,0.10545312441302525,-7.0,0.13613523315032827,0.2958590442311432,-0.25151782290661373
c_13607,ridge,-0.13799916722914252,0.2644638588542939,0.0072844305428939,0.027544143742178583,0.13670913638392232,-28.0,0.1397633401521505,0.297508376359781,-0.26551044661637646
c_13615,gru,0.044525826647513166,0.049993309106588384,0.0054298038594424725,0.10861061122931157,-0.14341510658137396,-36.0,0.060781200447914685,0.06774381258462092,-0.8361810521873803
c_13615,ridge,0.038936428053904154,0.049993309106588384,0.022855193563796797,0.45716504812810677,0.05976199902399411,38.0,0.05718849736088638,0.0663412943054758,-0.7609381905062771
