container_id,day1_mae_treatment,day1_rmse_treatment,day1_mape_treatment,train_steps_treatment,validation_steps_treatment,day1_mae_baseline,day1_rmse_baseline,day1_mape_baseline,train_steps_baseline,validation_steps_baseline,delta_day1_mae,delta_day1_rmse,delta_day1_mape,pattern_type,cv,peak_fraction_treatment,peak_steps_treatment,delta_peak_mae
c_13403,0.3559951559329627,0.4635585214005223,16.472419803997767,613,154,0.3621327608287283,0.4677154010833438,16.805453404329064,613,154,-0.0061376048957655,-0.0041568796828215,-0.3330336003312979,stable,0.24638598241794873,0.0833333333333333,8,0.0129393525307932
c_13441,0.8656794736035618,1.186261106249824,6.596133546349751,610,153,0.8516851662629631,1.168539401814063,6.532313337521618,610,153,0.0139943073405987,0.0177217044357611,0.0638202088281332,medium,0.38969629519998183,0.1041666666666666,10,0.0712604849104536
c_13607,1.988418572477099,4.2403550540916894,26.84499760828865,614,154,1.9487738511850403,4.213097224270485,26.004437193332347,614,154,0.0396447212920587,0.0272578298212042,0.840560414956304,spiky,0.6313519699276745,0.7291666666666666,70,0.0483469903527291
c_13615,4.833548224760782,5.398826260188814,98.7487197449716,614,154,5.11771195099985,5.679948497248,105.11289714273772,614,154,-0.2841637262390684,-0.2811222370591855,-6.364177397766127,spiky,0.7524472190217486,0.1145833333333333,11,-0.0457934858594937
c_13658,1.2006275601304994,2.7773636581001275,16.89178823695109,613,154,1.198094241714626,2.786390005592991,16.68487532056413,613,154,0.0025333184158733,-0.0090263474928633,0.2069129163869583,medium,0.3658583697755454,0.2395833333333333,23,-0.0208853572133627
c_13690,0.9002143307456677,1.8182883468907152,25.47966714044147,614,154,0.8677710262455225,1.8019900280088412,24.175645900219138,614,154,0.0324433045001452,0.0162983188818739,1.3040212402223332,spiky,1.2036635260258208,0.1145833333333333,11,-0.0582608850355348
c_1379,0.4251152450376685,0.5386096844577398,16.433217898735357,614,154,0.4154447102658969,0.5314688705224896,16.114780778487262,614,154,0.0096705347717716,0.0071408139352502,0.3184371202480953,stable,0.2587937362808068,0.3333333333333333,32,0.017991457355265
c_1387,0.3938195695480228,0.5407038231350797,12.511176201198673,613,154,0.366080610074976,0.5007372583671237,11.699186332451482,613,154,0.0277389594730467,0.039966564767956,0.8119898687471903,stable,0.3330453027961899,0.15625,15,0.0834262604883405
c_13873,1.7587225653642522,3.596520819050212,24.083220393344437,612,153,1.7445021238700509,3.587369695088656,23.808679694778668,612,153,0.0142204414942013,0.0091511239615558,0.2745406985657688,medium,0.47222325005741705,0.7395833333333334,71,0.0197164455209057
c_14106,0.0100299143156295,0.0572222492861937,24.107562137792208,608,153,0.0095160960928243,0.0571844252706054,18.976740244816085,608,153,0.0005138182228052,3.782401558829335e-05,5.1308218929761225,spiky,23.54781410541906,1.0,96,0.0005138182228051
c_14135,2.057613719094035,3.113949272093901,8.155547732205466,614,154,2.0393188248570997,3.0833878855579204,8.098684864700566,614,154,0.0182948942369352,0.0305613865359806,0.0568628675049005,stable,0.2801667758672998,0.3020833333333333,29,0.0639890477239157
c_14296,3.8155570263776184,4.8390313723140315,33.30823881096875,614,154,3.7667114656976137,4.7713198231684055,32.9264587173493,614,154,0.0488455606800046,0.0677115491456259,0.3817800936194544,medium,0.470469885097307,0.6875,66,0.0735981883008207
