container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_peak_mae,delta_peak_rmse,delta_residual_mae_scaled,delta_residual_rmse_scaled,delta_residual_pearson_r,delta_residual_r2,delta_residual_std_ratio,delta_energy_recovery_ratio
c_13083,v1_prophet,v2_volatility,0.008687168713995108,0.008527744601259712,0.12860515106425474,-0.042851115435561304,-0.03837676544172952,0.0009652409682216617,0.0009475271779177258,-0.035999351805053426,-0.016709539753684055,-0.0321272830205287,-0.004669401093749602
c_13166,v1_prophet,v2_volatility,-0.00819312365325131,-0.010121975208642109,-0.11763008082524529,0.005602668920792753,-0.01438711638938206,-0.0003901487453929278,-0.0004819988194591507,0.12329676738163386,0.015258385515608985,0.017793545520166335,0.001587294157664678
c_13170,v1_prophet,v2_volatility,0.025597249717520754,0.035158790200612966,0.1830316268868497,0.11860538739711046,0.12623183763722068,0.0008257177328232501,0.0011341545226004196,-0.037423747663548085,-0.05721761983012863,0.015628214166913096,0.0018239340033357654
c_13229,v1_prophet,v2_volatility,0.009530343848277445,0.01600097939528755,0.07368351547758856,0.005805247914304257,0.02350761106367827,0.0011212169233267288,0.0018824681641514962,-0.21523686121043595,-0.014159443499584645,-0.006474488007191404,-0.0002667885350252927
c_13269,v1_prophet,v2_volatility,-0.00123936554393822,-0.0003517146381412095,-0.04572296773701723,-0.003785058557696175,-0.0014156476690565523,-0.0004131218479794252,-0.0001172382127136995,0.0678592127345078,0.0013119519425541792,0.015000235910750271,0.000988789647243255
c_13308,v1_prophet,v2_volatility,0.00022779407695357667,0.0003778364871773782,2.2779407695357605,0.00022779407695357667,0.0003778364871773782,0.0009111763078143067,0.0015113459487095127,-0.9123969956983952,-1.9823616407570945,0.19882792622047518,0.018136557756435735
c_13389,v1_prophet,v2_volatility,-0.04102591431441294,-0.07629143653371351,-0.6004472407419996,-0.10784999557370156,-0.1666971573160252,-0.0007644580307033522,-0.0014215795627400274,0.35938975760564673,0.03620309976519409,-0.009807031399527488,-0.0003114576807897512
c_13403,v1_prophet,v2_volatility,-0.0037741752747558754,-0.0007823283720971852,-0.16772950112461515,0.003473445445706602,0.007646096827301552,-0.0005391678963936955,-0.00011176119601387369,-0.012264495215479752,0.0038027501128699015,-0.023494313318828813,-0.002027608592462296
c_13441,v1_prophet,v2_volatility,0.005182286501168032,0.005461683669961026,0.0346628301944234,-0.03310003090882674,-0.027499964513595376,0.0002591143250583877,0.0002730841834980499,-0.012260545093632516,-0.010865694642810286,0.007887429690786846,0.0008414821069478965
c_13607,v1_prophet,v2_volatility,-0.015359405653238012,-0.015429508016954863,-0.2684439568521988,-0.023167193116387708,-0.017989771753605943,-0.0010971004038027032,-0.0011021077154967363,0.0670393473190411,0.009158108766002648,0.004228509395075283,0.00016069390429449332
